timestamp,scenario_id,equipment_id,equipment_type,operating_state,is_anomaly,health_score,temperature,vibration,rpm,current,load,pressure,flow_rate,conveyor_speed,slip_rate,failure_type,anomaly_severity,simulation_step
2026-01-01 00:00:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,48.171,1.887,1494.145,17.682,52.61,,,,,normal,0.0,0
2026-01-01 00:00:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,40.868,2.012,1502.941,,,,,,,normal,0.0,0
2026-01-01 00:00:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.725,1.438,,,45.135,,,1.814,1.47,normal,0.0,0
2026-01-01 00:00:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,45.648,1.722,,13.932,,5.058,118.597,,,normal,0.0,0
2026-01-01 00:01:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,48.68,1.847,1502.057,17.726,56.472,,,,,normal,0.0,1
2026-01-01 00:01:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,40.682,2.099,1505.211,,,,,,,normal,0.0,1
2026-01-01 00:01:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,43.157,1.553,,,45.69,,,1.78,1.594,normal,0.0,1
2026-01-01 00:01:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,44.999,1.598,,13.888,,5.007,120.63,,,normal,0.0,1
2026-01-01 00:02:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,48.66,1.785,1494.441,17.875,54.042,,,,,normal,0.0,2
2026-01-01 00:02:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,39.772,1.878,1503.386,,,,,,,normal,0.0,2
2026-01-01 00:02:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.989,1.44,,,44.322,,,1.788,1.301,normal,0.0,2
2026-01-01 00:02:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,46.221,1.564,,13.768,,4.916,120.283,,,normal,0.0,2
2026-01-01 00:03:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,48.019,1.771,1505.855,17.874,54.575,,,,,normal,0.0,3
2026-01-01 00:03:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,39.693,2.099,1501.901,,,,,,,normal,0.0,3
2026-01-01 00:03:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.125,1.506,,,45.775,,,1.801,1.648,normal,0.0,3
2026-01-01 00:03:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,47.203,1.599,,13.702,,4.986,120.953,,,normal,0.0,3
2026-01-01 00:04:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,49.076,1.727,1484.321,18.128,52.507,,,,,normal,0.0,4
2026-01-01 00:04:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,39.553,2.032,1506.383,,,,,,,normal,0.0,4
2026-01-01 00:04:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.76,1.4,,,43.478,,,1.761,1.791,normal,0.0,4
2026-01-01 00:04:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,46.135,1.475,,14.003,,5.044,121.006,,,normal,0.0,4
2026-01-01 00:05:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,48.185,1.918,1500.701,18.003,52.539,,,,,normal,0.0,5
2026-01-01 00:05:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,40.107,1.906,1502.361,,,,,,,normal,0.0,5
2026-01-01 00:05:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.863,1.318,,,44.999,,,1.791,1.405,normal,0.0,5
2026-01-01 00:05:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,44.6,1.559,,14.127,,5.155,121.41,,,normal,0.0,5
2026-01-01 00:06:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,48.389,1.892,1488.28,18.67,53.531,,,,,normal,0.0,6
2026-01-01 00:06:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,40.214,2.099,1506.498,,,,,,,normal,0.0,6
2026-01-01 00:06:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.616,1.415,,,44.629,,,1.741,1.271,normal,0.0,6
2026-01-01 00:06:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,45.229,1.697,,13.891,,4.99,119.602,,,normal,0.0,6
2026-01-01 00:07:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,46.824,1.583,1500.26,18.118,55.529,,,,,normal,0.0,7
2026-01-01 00:07:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,39.455,1.94,1505.451,,,,,,,normal,0.0,7
2026-01-01 00:07:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.802,1.576,,,45.457,,,1.847,1.742,normal,0.0,7
2026-01-01 00:07:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,46.216,1.769,,13.755,,5.069,120.092,,,normal,0.0,7
2026-01-01 00:08:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,47.764,1.744,1508.428,17.686,53.548,,,,,normal,0.0,8
2026-01-01 00:08:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,38.981,2.093,1492.445,,,,,,,normal,0.0,8
2026-01-01 00:08:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,41.883,1.553,,,45.979,,,1.816,1.129,normal,0.0,8
2026-01-01 00:08:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,46.57,1.685,,13.973,,5.054,121.474,,,normal,0.0,8
2026-01-01 00:09:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,48.981,1.899,1504.713,18.219,54.314,,,,,normal,0.0,9
2026-01-01 00:09:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,39.747,2.173,1499.42,,,,,,,normal,0.0,9
2026-01-01 00:09:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.781,1.418,,,45.369,,,1.834,1.629,normal,0.0,9
2026-01-01 00:09:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,45.218,1.73,,14.084,,5.123,117.522,,,normal,0.0,9
2026-01-01 00:10:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,47.627,1.892,1493.828,18.118,54.893,,,,,normal,0.0,10
2026-01-01 00:10:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,39.819,2.034,1499.154,,,,,,,normal,0.0,10
2026-01-01 00:10:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.378,1.579,,,45.007,,,1.817,1.44,normal,0.0,10
2026-01-01 00:10:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,45.975,1.552,,13.835,,4.846,119.7,,,normal,0.0,10
2026-01-01 00:11:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,47.164,1.929,1487.106,18.082,55.08,,,,,normal,0.0,11
2026-01-01 00:11:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,39.624,2.03,1519.231,,,,,,,normal,0.0,11
2026-01-01 00:11:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,43.116,1.493,,,44.765,,,1.822,1.675,normal,0.0,11
2026-01-01 00:11:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,45.808,1.486,,13.77,,5.062,119.804,,,normal,0.0,11
2026-01-01 00:12:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,48.887,1.689,1494.568,17.965,55.217,,,,,normal,0.0,12
2026-01-01 00:12:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,40.552,2.053,1502.316,,,,,,,normal,0.0,12
2026-01-01 00:12:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,43.241,1.359,,,44.28,,,1.793,1.611,normal,0.0,12
2026-01-01 00:12:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,46.716,1.815,,14.001,,4.997,118.083,,,normal,0.0,12
2026-01-01 00:13:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,48.608,1.871,1500.249,18.36,57.515,,,,,normal,0.0,13
2026-01-01 00:13:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,40.479,2.075,1492.289,,,,,,,normal,0.0,13
2026-01-01 00:13:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,41.953,1.579,,,43.835,,,1.769,1.7,normal,0.0,13
2026-01-01 00:13:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,44.575,1.572,,13.814,,5.05,121.166,,,normal,0.0,13
2026-01-01 00:14:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,47.051,1.802,1507.596,18.03,56.722,,,,,normal,0.0,14
2026-01-01 00:14:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,40.304,2.006,1515.443,,,,,,,normal,0.0,14
2026-01-01 00:14:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.606,1.528,,,45.937,,,1.823,1.267,normal,0.0,14
2026-01-01 00:14:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,45.821,1.632,,13.774,,5.024,117.944,,,normal,0.0,14
2026-01-01 00:15:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,47.766,1.746,1508.705,17.029,54.429,,,,,normal,0.0,15
2026-01-01 00:15:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,39.873,2.15,1489.599,,,,,,,normal,0.0,15
2026-01-01 00:15:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.6,1.43,,,45.302,,,1.817,1.705,normal,0.0,15
2026-01-01 00:15:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,46.219,1.699,,13.446,,4.919,120.615,,,normal,0.0,15
2026-01-01 00:16:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,49.656,1.803,1503.578,17.667,54.972,,,,,normal,0.0,16
2026-01-01 00:16:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,40.188,1.915,1492.104,,,,,,,normal,0.0,16
2026-01-01 00:16:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,43.256,1.588,,,44.727,,,1.794,1.176,normal,0.0,16
2026-01-01 00:16:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,46.211,1.626,,13.71,,5.112,120.37,,,normal,0.0,16
2026-01-01 00:17:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,47.9,2.023,1489.899,17.033,55.488,,,,,normal,0.0,17
2026-01-01 00:17:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,40.471,1.882,1498.757,,,,,,,normal,0.0,17
2026-01-01 00:17:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.558,1.323,,,44.097,,,1.824,1.536,normal,0.0,17
2026-01-01 00:17:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,46.101,1.677,,14.152,,5.047,119.836,,,normal,0.0,17
2026-01-01 00:18:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,49.085,1.739,1481.765,17.625,55.52,,,,,normal,0.0,18
2026-01-01 00:18:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,39.579,2.048,1502.499,,,,,,,normal,0.0,18
2026-01-01 00:18:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,43.001,1.484,,,44.447,,,1.775,1.695,normal,0.0,18
2026-01-01 00:18:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,45.771,1.414,,14.203,,5.129,118.334,,,normal,0.0,18
2026-01-01 00:19:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,47.606,1.843,1476.425,17.818,55.946,,,,,normal,0.0,19
2026-01-01 00:19:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,38.701,2.084,1494.516,,,,,,,normal,0.0,19
2026-01-01 00:19:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.338,1.43,,,44.028,,,1.762,2.017,normal,0.0,19
2026-01-01 00:19:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,46.25,1.584,,13.783,,4.954,117.83,,,normal,0.0,19
2026-01-01 00:20:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,47.815,1.725,1510.519,18.345,54.442,,,,,normal,0.0,20
2026-01-01 00:20:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,41.205,2.106,1508.61,,,,,,,normal,0.0,20
2026-01-01 00:20:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,44.109,1.695,,,43.653,,,1.777,1.683,normal,0.0,20
2026-01-01 00:20:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,46.477,1.576,,14.11,,5.103,120.513,,,normal,0.0,20
2026-01-01 00:21:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,47.481,2.048,1494.501,17.943,57.161,,,,,normal,0.0,21
2026-01-01 00:21:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,38.588,2.21,1500.604,,,,,,,normal,0.0,21
2026-01-01 00:21:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.428,1.529,,,43.591,,,1.822,1.472,normal,0.0,21
2026-01-01 00:21:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,45.252,1.716,,13.975,,5.004,118.97,,,normal,0.0,21
2026-01-01 00:22:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,48.131,1.758,1480.236,18.012,54.896,,,,,normal,0.0,22
2026-01-01 00:22:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,39.22,2.04,1511.688,,,,,,,normal,0.0,22
2026-01-01 00:22:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.753,1.784,,,45.171,,,1.749,1.311,normal,0.0,22
2026-01-01 00:22:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,45.974,1.543,,13.772,,4.941,121.303,,,normal,0.0,22
2026-01-01 00:23:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,47.563,1.969,1487.086,17.446,54.054,,,,,normal,0.0,23
2026-01-01 00:23:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,39.075,2.128,1497.352,,,,,,,normal,0.0,23
2026-01-01 00:23:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,43.727,1.401,,,46.525,,,1.753,1.525,normal,0.0,23
2026-01-01 00:23:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,46.708,1.512,,13.799,,5.011,118.71,,,normal,0.0,23
2026-01-01 00:24:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,47.962,1.616,1487.913,17.693,54.891,,,,,normal,0.0,24
2026-01-01 00:24:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,39.681,1.953,1492.925,,,,,,,normal,0.0,24
2026-01-01 00:24:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.23,1.594,,,46.087,,,1.794,1.418,normal,0.0,24
2026-01-01 00:24:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,45.428,1.658,,14.449,,5.039,120.04,,,normal,0.0,24
2026-01-01 00:25:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,47.461,1.923,1477.117,18.112,54.181,,,,,normal,0.0,25
2026-01-01 00:25:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,40.132,2.032,1509.367,,,,,,,normal,0.0,25
2026-01-01 00:25:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.525,1.464,,,43.539,,,1.748,1.726,normal,0.0,25
2026-01-01 00:25:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,46.158,1.616,,13.878,,5.025,119.903,,,normal,0.0,25
2026-01-01 00:26:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,48.261,2.026,1498.368,18.036,55.89,,,,,normal,0.0,26
2026-01-01 00:26:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,40.835,1.965,1509.665,,,,,,,normal,0.0,26
2026-01-01 00:26:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.598,1.484,,,46.274,,,1.804,1.483,normal,0.0,26
2026-01-01 00:26:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,46.359,1.609,,14.272,,5.054,120.348,,,normal,0.0,26
2026-01-01 00:27:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,47.005,1.903,1507.224,17.92,55.674,,,,,normal,0.0,27
2026-01-01 00:27:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,39.331,2.077,1490.532,,,,,,,normal,0.0,27
2026-01-01 00:27:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,43.582,1.538,,,45.3,,,1.811,1.775,normal,0.0,27
2026-01-01 00:27:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,45.685,1.769,,14.443,,5.102,121.131,,,normal,0.0,27
2026-01-01 00:28:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,48.026,1.73,1485.942,18.311,57.028,,,,,normal,0.0,28
2026-01-01 00:28:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,39.682,2.073,1493.684,,,,,,,normal,0.0,28
2026-01-01 00:28:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,43.971,1.253,,,46.891,,,1.801,1.422,normal,0.0,28
2026-01-01 00:28:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,45.13,1.611,,14.751,,4.948,118.884,,,normal,0.0,28
2026-01-01 00:29:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,47.386,1.833,1486.968,17.804,54.3,,,,,normal,0.0,29
2026-01-01 00:29:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,40.298,1.832,1493.916,,,,,,,normal,0.0,29
2026-01-01 00:29:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,43.497,1.347,,,45.252,,,1.813,1.429,normal,0.0,29
2026-01-01 00:29:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,46.176,1.364,,14.067,,5.007,119.167,,,normal,0.0,29
2026-01-01 00:30:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,47.141,1.86,1509.061,18.166,54.279,,,,,normal,0.0,30
2026-01-01 00:30:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,40.321,2.177,1489.993,,,,,,,normal,0.0,30
2026-01-01 00:30:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,41.552,1.508,,,44.733,,,1.847,1.68,normal,0.0,30
2026-01-01 00:30:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,46.958,1.514,,14.046,,4.919,119.566,,,normal,0.0,30
2026-01-01 00:31:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,48.938,1.831,1517.215,17.515,58.527,,,,,normal,0.0,31
2026-01-01 00:31:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,40.928,2.032,1519.902,,,,,,,normal,0.0,31
2026-01-01 00:31:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,44.199,1.51,,,45.745,,,1.837,1.379,normal,0.0,31
2026-01-01 00:31:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,46.549,1.43,,14.424,,4.932,120.755,,,normal,0.0,31
2026-01-01 00:32:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,47.822,1.649,1488.576,18.3,55.997,,,,,normal,0.0,32
2026-01-01 00:32:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,39.83,1.942,1502.932,,,,,,,normal,0.0,32
2026-01-01 00:32:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,43.202,1.764,,,44.469,,,1.802,1.488,normal,0.0,32
2026-01-01 00:32:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,47.12,1.694,,13.667,,5.191,121.927,,,normal,0.0,32
2026-01-01 00:33:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,48.517,1.871,1487.996,17.924,52.138,,,,,normal,0.0,33
2026-01-01 00:33:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,39.376,2.016,1499.525,,,,,,,normal,0.0,33
2026-01-01 00:33:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,43.515,1.42,,,46.456,,,1.784,1.457,normal,0.0,33
2026-01-01 00:33:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,47.192,1.513,,13.894,,4.942,120.636,,,normal,0.0,33
2026-01-01 00:34:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,47.338,1.89,1480.526,18.808,56.442,,,,,normal,0.0,34
2026-01-01 00:34:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,40.778,2.041,1489.116,,,,,,,normal,0.0,34
2026-01-01 00:34:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.705,1.545,,,44.106,,,1.799,1.373,normal,0.0,34
2026-01-01 00:34:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,46.551,1.56,,14.348,,5.086,120.288,,,normal,0.0,34
2026-01-01 00:35:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,47.154,1.88,1504.955,17.931,55.638,,,,,normal,0.0,35
2026-01-01 00:35:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,39.241,1.889,1482.044,,,,,,,normal,0.0,35
2026-01-01 00:35:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.916,1.629,,,46.484,,,1.812,1.393,normal,0.0,35
2026-01-01 00:35:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,45.74,1.319,,13.846,,5.083,116.45,,,normal,0.0,35
2026-01-01 00:36:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,47.773,1.902,1504.951,18.15,55.35,,,,,normal,0.0,36
2026-01-01 00:36:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,38.752,2.248,1492.779,,,,,,,normal,0.0,36
2026-01-01 00:36:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,43.025,1.583,,,45.157,,,1.82,1.744,normal,0.0,36
2026-01-01 00:36:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,45.764,1.483,,13.958,,5.016,120.286,,,normal,0.0,36
2026-01-01 00:37:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,48.219,1.913,1507.632,17.578,54.071,,,,,normal,0.0,37
2026-01-01 00:37:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,40.757,1.914,1496.513,,,,,,,normal,0.0,37
2026-01-01 00:37:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,41.911,1.508,,,45.129,,,1.796,1.606,normal,0.0,37
2026-01-01 00:37:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,44.515,1.57,,14.005,,5.075,121.414,,,normal,0.0,37
2026-01-01 00:38:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,49.014,2.053,1505.475,17.901,55.978,,,,,normal,0.0,38
2026-01-01 00:38:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,39.005,2.149,1496.629,,,,,,,normal,0.0,38
2026-01-01 00:38:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.511,1.461,,,44.653,,,1.854,1.274,normal,0.0,38
2026-01-01 00:38:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,45.673,1.755,,14.007,,5.068,120.377,,,normal,0.0,38
2026-01-01 00:39:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,48.474,1.614,1500.66,17.509,54.447,,,,,normal,0.0,39
2026-01-01 00:39:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,40.983,1.919,1511.406,,,,,,,normal,0.0,39
2026-01-01 00:39:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,42.92,1.601,,,45.616,,,1.769,1.516,normal,0.0,39
2026-01-01 00:39:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,45.624,1.639,,14.097,,4.994,120.596,,,normal,0.0,39
2026-01-01 00:40:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,48.022,2.006,1478.835,17.875,55.819,,,,,normal,0.0,40
2026-01-01 00:40:00,scenario_1_normal,BEARING-001,bearing,normal,False,100.0,40.879,1.825,1504.096,,,,,,,normal,0.0,40
2026-01-01 00:40:00,scenario_1_normal,CONVEYOR-001,conveyor,normal,False,100.0,41.887,1.579,,,45.617,,,1.76,1.282,normal,0.0,40
2026-01-01 00:40:00,scenario_1_normal,PUMP-001,pump,normal,False,100.0,45.412,1.631,,14.209,,4.894,119.806,,,normal,0.0,40
2026-01-01 00:41:00,scenario_1_normal,MOTOR-001,motor,normal,False,100.0,48.467,1.902,1490.063,17.955,54.445,,,,,normal,0.0,41
